,pert_id,pert_iname,pcl_id,pcl_name,pcl_type,pcl_source,pcl_criteria
1052,BRD-A39415247,norethisterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1053,BRD-A04756508,norgestimate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1054,BRD-A50928468,norgestrel,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1055,BRD-K64994968,progesterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1056,CGS001-9459,ARHGEF6,KD_XLMR_GROUP_2,X linked mental retardation group 2 LOF,LOF,Broad_moa,MoA
1057,CGS001-170302,ARX,KD_XLMR_GROUP_2,X linked mental retardation group 2 LOF,LOF,Broad_moa,MoA
1058,CGS001-8239,USP9X,KD_XLMR_GROUP_2,X linked mental retardation group 2 LOF,LOF,Broad_moa,MoA
1059,BRD-K94832621,Y-134,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1060,BRD-K05151076,ZK-164015,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1061,BRD-A39415247,norethisterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1062,BRD-A04756508,norgestimate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1063,BRD-A50928468,norgestrel,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1064,BRD-K64994968,progesterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1065,BRD-K34776109,glimepiride,CP_KCNJ11,KCNJ11,CP,Broad_moa,MoA
1066,BRD-K12219985,glipizide,CP_KCNJ11,KCNJ11,CP,Broad_moa,MoA
1067,BRD-K80396088,gliquidone,CP_KCNJ11,KCNJ11,CP,Broad_moa,MoA
1068,BRD-K00206590,P-1075,CP_KCNJ11,KCNJ11,CP,Broad_moa,MoA
1069,BRD-K94832621,Y-134,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1070,BRD-K05151076,ZK-164015,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1071,BRD-A39415247,norethisterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1072,BRD-A04756508,norgestimate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1073,BRD-A50928468,norgestrel,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1074,BRD-K64994968,progesterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1075,BRD-K29950728,clomifene,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1076,BRD-A83237092,fulvestrant,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1077,BRD-K63828191,raloxifene,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1078,BRD-K04210847,tamoxifen,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1079,BRD-K67174588,toremifene,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1080,BRD-K94832621,Y-134,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1081,BRD-K05151076,ZK-164015,CP_ESTROGEN_RECEPTOR_ANTAGONIST,Estrogen receptor antagonist,CP,Broad_moa,MoA
1082,BRD-A39415247,norethisterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1083,BRD-A04756508,norgestimate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1084,BRD-A50928468,norgestrel,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1085,BRD-K64994968,progesterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1086,BRD-A29731977,17-hydroxyprogesterone-caproate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1087,BRD-K39391626,ethylestrenol,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1088,BRD-K90543092,levonorgestrel,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1089,BRD-K82216340,medroxyprogesterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1090,BRD-K12002134,megestrol,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1091,BRD-A35989968,megestrol-acetate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1092,BRD-K27351809,nomegestrol-acetate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1093,BRD-K96037667,norethindrone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1094,BRD-A39415247,norethisterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1095,BRD-A04756508,norgestimate,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1096,BRD-A50928468,norgestrel,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1097,BRD-K64994968,progesterone,CP_PROGESTERONE_RECEPTOR_AGONIST,Progesterone receptor agonist,CP,Broad_moa,MoA
1098,CGS001-3590,IL11RA,KD_INTERLEUKIN_RECEPTORS,Interleukin receptors LOF,LOF,Broad_moa,MoA
1099,CGS001-3566,IL4R,KD_INTERLEUKIN_RECEPTORS,Interleukin receptors LOF,LOF,Broad_moa,MoA
1100,CGS001-3572,IL6ST,KD_INTERLEUKIN_RECEPTORS,Interleukin receptors LOF,LOF,Broad_moa,MoA
1101,BRD-K30240666,clemastine,CP_HRH1,HRH1,CP,Broad_moa,MoA
1102,BRD-K82795137,loratadine,CP_HRH1,HRH1,CP,Broad_moa,MoA
1103,BRD-K47323024,methapyrilene,CP_HRH1,HRH1,CP,Broad_moa,MoA
1104,CGS001-9112,MTA1,KD_GATA_ZINC_FINGER_DOMAIN_CONTAINING,GATA Zinc finger domain containing LOF,LOF,Broad_moa,MoA
1105,CGS001-57504,MTA3,KD_GATA_ZINC_FINGER_DOMAIN_CONTAINING,GATA Zinc finger domain containing LOF,LOF,Broad_moa,MoA
1106,CGS001-7227,TRPS1,KD_GATA_ZINC_FINGER_DOMAIN_CONTAINING,GATA Zinc finger domain containing LOF,LOF,Broad_moa,MoA
1107,CGS001-1615,DARS,KD_AMINOACYL_TRNA_SYNTHETASES_CLASS_II,Aminoacyl tRNA synthetases class II LOF,LOF,Broad_moa,MoA
1108,CGS001-2617,GARS,KD_AMINOACYL_TRNA_SYNTHETASES_CLASS_II,Aminoacyl tRNA synthetases class II LOF,LOF,Broad_moa,MoA
1109,CGS001-3735,KARS,KD_AMINOACYL_TRNA_SYNTHETASES_CLASS_II,Aminoacyl tRNA synthetases class II LOF,LOF,Broad_moa,MoA
1110,BRD-K08206212,entecavir,CP_REVERSE_TRANSCRIPTASE_INHIBITOR,Reverse transcriptase inhibitor,CP,Broad_moa,MoA
1111,BRD-K15502390,nevirapine,CP_REVERSE_TRANSCRIPTASE_INHIBITOR,Reverse transcriptase inhibitor,CP,Broad_moa,MoA
1112,BRD-K93880783,stavudine,CP_REVERSE_TRANSCRIPTASE_INHIBITOR,Reverse transcriptase inhibitor,CP,Broad_moa,MoA
1113,BRD-K72903603,zidovudine,CP_REVERSE_TRANSCRIPTASE_INHIBITOR,Reverse transcriptase inhibitor,CP,Broad_moa,MoA
1114,BRD-A39290993,cyproterone,CP_PROGESTERONE_RECEPTOR_ANTAGONIST,Progesterone receptor antagonist,CP,Broad_moa,MoA
1115,BRD-K16621777,enobosarm,CP_PROGESTERONE_RECEPTOR_ANTAGONIST,Progesterone receptor antagonist,CP,Broad_moa,MoA
1116,BRD-K39391626,ethylestrenol,CP_PROGESTERONE_RECEPTOR_ANTAGONIST,Progesterone receptor antagonist,CP,Broad_moa,MoA
1117,BRD-A94793051,gestrinone,CP_PROGESTERONE_RECEPTOR_ANTAGONIST,Progesterone receptor antagonist,CP,Broad_moa,MoA
1118,BRD-A44780397,mifepristone,CP_PROGESTERONE_RECEPTOR_ANTAGONIST,Progesterone receptor antagonist,CP,Broad_moa,MoA
1119,BRD-K45033733,famciclovir,CP_DNA_POLYMERASE_INHIBITOR,DNA polymerase inhibitor,CP,Broad_moa,MoA
1120,BRD-K22662435,ganciclovir,CP_DNA_POLYMERASE_INHIBITOR,DNA polymerase inhibitor,CP,Broad_moa,MoA
1121,BRD-K46435977,valaciclovir,CP_DNA_POLYMERASE_INHIBITOR,DNA polymerase inhibitor,CP,Broad_moa,MoA
1122,CGS001-1327,COX4I1,KD_MITOCHONDRIAL_COMPLEX_IV,Mitochondrial complex IV LOF,LOF,Broad_moa,MoA
1123,CGS001-9377,COX5A,KD_MITOCHONDRIAL_COMPLEX_IV,Mitochondrial complex IV LOF,LOF,Broad_moa,MoA
1124,CGS001-1329,COX5B,KD_MITOCHONDRIAL_COMPLEX_IV,Mitochondrial complex IV LOF,LOF,Broad_moa,MoA
1125,ccsbBroad304_04496,LHX4,OE_LIM_CLASS_HOMEOBOXES,LIM class homeoboxes GOF,GOF,Broad_moa,MoA
1126,ccsbBroad304_10157,LHX8,OE_LIM_CLASS_HOMEOBOXES,LIM class homeoboxes GOF,GOF,Broad_moa,MoA
1127,ccsbBroad304_03761,LHX9,OE_LIM_CLASS_HOMEOBOXES,LIM class homeoboxes GOF,GOF,Broad_moa,MoA
1128,CGS001-219333,USP12,KD_UBIQUITIN_SPECIFIC_PEPTIDASES,Ubiquitin-specific peptidases LOF,LOF,Broad_moa,MoA
1129,CGS001-9097,USP14,KD_UBIQUITIN_SPECIFIC_PEPTIDASES,Ubiquitin-specific peptidases LOF,LOF,Broad_moa,MoA
1130,CGS001-7874,USP7,KD_UBIQUITIN_SPECIFIC_PEPTIDASES,Ubiquitin-specific peptidases LOF,LOF,Broad_moa,MoA
1131,BRD-K82562631,tolmetin,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1132,ccsbBroad304_01074,NDUFS3,OE_NADH_UBIQUINONE_OXIDOREDUCTASE_CORE_SUBUNITS,NADH ubiquinone oxidoreductase core subunits GOF,GOF,Broad_moa,MoA
1133,ccsbBroad304_10064,NDUFS7,OE_NADH_UBIQUINONE_OXIDOREDUCTASE_CORE_SUBUNITS,NADH ubiquinone oxidoreductase core subunits GOF,GOF,Broad_moa,MoA
1134,ccsbBroad304_01078,NDUFV2,OE_NADH_UBIQUINONE_OXIDOREDUCTASE_CORE_SUBUNITS,NADH ubiquinone oxidoreductase core subunits GOF,GOF,Broad_moa,MoA
1135,BRD-K38323065,phenacetin,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1136,BRD-K82562631,tolmetin,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1137,BRD-A74667430,etodolac,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1138,BRD-K12513978,fenbufen,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1139,BRD-A44090213,indoprofen,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1140,BRD-K65146499,nabumetone,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1141,BRD-K38323065,phenacetin,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1142,BRD-K82562631,tolmetin,CP_CYCLOOXYGENASE_INHIBITOR,Cyclooxygenase inhibitor,CP,Broad_moa,MoA
1143,CGS001-6663,SOX10,KD_SRY_SEX_DETERMINING_REGION_Y_BOXES,SRY LOF,LOF,Broad_moa,MoA
1144,CGS001-6664,SOX11,KD_SRY_SEX_DETERMINING_REGION_Y_BOXES,SRY LOF,LOF,Broad_moa,MoA
1145,CGS001-6657,SOX2,KD_SRY_SEX_DETERMINING_REGION_Y_BOXES,SRY LOF,LOF,Broad_moa,MoA
1146,CGS001-6658,SOX3,KD_SRY_SEX_DETERMINING_REGION_Y_BOXES,SRY LOF,LOF,Broad_moa,MoA
1147,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1148,BRD-K02950022,BMS-299897,CP_GAMMA_SECRETASE_INHIBITOR,Gamma secretase inhibitor,CP,Broad_moa,MoA
1149,BRD-A68929948,DAPT-GSI-IX,CP_GAMMA_SECRETASE_INHIBITOR,Gamma secretase inhibitor,CP,Broad_moa,MoA
1150,BRD-K22010301,JLK-6,CP_GAMMA_SECRETASE_INHIBITOR,Gamma secretase inhibitor,CP,Broad_moa,MoA
1151,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1152,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1153,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1154,BRD-K06895174,cisapride,CP_SEROTONIN_RECEPTOR_AGONIST,Serotonin receptor agonist,CP,Broad_moa,MoA
1155,BRD-K47659338,EMD-386088,CP_SEROTONIN_RECEPTOR_AGONIST,Serotonin receptor agonist,CP,Broad_moa,MoA
1156,BRD-A49370193,Ro-60-0175,CP_SEROTONIN_RECEPTOR_AGONIST,Serotonin receptor agonist,CP,Broad_moa,MoA
1157,BRD-K46766488,S-14506,CP_SEROTONIN_RECEPTOR_AGONIST,Serotonin receptor agonist,CP,Broad_moa,MoA
1158,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1159,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1160,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1161,CGS001-8900,CCNA1,KD_CYCLINS,Cyclins LOF,LOF,Broad_moa,MoA
1162,CGS001-595,CCND1,KD_CYCLINS,Cyclins LOF,LOF,Broad_moa,MoA
1163,CGS001-902,CCNH,KD_CYCLINS,Cyclins LOF,LOF,Broad_moa,MoA
1164,CGS001-57018,CCNL1,KD_CYCLINS,Cyclins LOF,LOF,Broad_moa,MoA
1165,BRD-A91452556,estradiol-cypionate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1166,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1167,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1168,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1169,BRD-K02283807,GR-32191,CP_THROMBOXANE_RECEPTOR_ANTAGONIST,Thromboxane receptor antagonist,CP,Broad_moa,MoA
1170,BRD-K89402695,L-655240,CP_THROMBOXANE_RECEPTOR_ANTAGONIST,Thromboxane receptor antagonist,CP,Broad_moa,MoA
1171,BRD-K67277431,picotamide,CP_THROMBOXANE_RECEPTOR_ANTAGONIST,Thromboxane receptor antagonist,CP,Broad_moa,MoA
1172,BRD-A18917088,estradiol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1173,BRD-A36066264,estradiol-benzoate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1174,BRD-A91452556,estradiol-cypionate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1175,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1176,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1177,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1178,CGS001-24140,FTSJ1,KD_XLMR_GROUP_1,X linked mental retardation group 1 LOF,LOF,Broad_moa,MoA
1179,CGS001-4204,MECP2,KD_XLMR_GROUP_1,X linked mental retardation group 1 LOF,LOF,Broad_moa,MoA
1180,CGS001-5063,PAK3,KD_XLMR_GROUP_1,X linked mental retardation group 1 LOF,LOF,Broad_moa,MoA
1181,BRD-K62374253,rufloxacin,CP_BACTERIAL_DNA_GYRASE_INHIBITOR,Bacterial DNA gyrase inhibitor,CP,Broad_moa,MoA
1182,BRD-A18917088,estradiol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1183,BRD-A36066264,estradiol-benzoate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1184,BRD-A91452556,estradiol-cypionate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1185,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1186,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1187,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1188,BRD-K76534306,enrofloxacin,CP_BACTERIAL_DNA_GYRASE_INHIBITOR,Bacterial DNA gyrase inhibitor,CP,Broad_moa,MoA
1189,BRD-A74980173,gatifloxacin,CP_BACTERIAL_DNA_GYRASE_INHIBITOR,Bacterial DNA gyrase inhibitor,CP,Broad_moa,MoA
1190,BRD-K71926323,marbofloxacin,CP_BACTERIAL_DNA_GYRASE_INHIBITOR,Bacterial DNA gyrase inhibitor,CP,Broad_moa,MoA
1191,BRD-K66615216,moxifloxacin,CP_BACTERIAL_DNA_GYRASE_INHIBITOR,Bacterial DNA gyrase inhibitor,CP,Broad_moa,MoA
1192,BRD-K62374253,rufloxacin,CP_BACTERIAL_DNA_GYRASE_INHIBITOR,Bacterial DNA gyrase inhibitor,CP,Broad_moa,MoA
1193,BRD-A18917088,estradiol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1194,BRD-A36066264,estradiol-benzoate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1195,BRD-A91452556,estradiol-cypionate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1196,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1197,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1198,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1199,CGS001-7097,TLR2,KD_TOLL_LIKE_RECEPTORS,Toll like receptors LOF,LOF,Broad_moa,MoA
1200,CGS001-7099,TLR4,KD_TOLL_LIKE_RECEPTORS,Toll like receptors LOF,LOF,Broad_moa,MoA
1201,CGS001-7100,TLR5,KD_TOLL_LIKE_RECEPTORS,Toll like receptors LOF,LOF,Broad_moa,MoA
1202,BRD-K95309561,dienestrol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1203,BRD-K45330754,diethylstilbestrol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1204,BRD-K04046242,equilin,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1205,BRD-A18917088,estradiol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1206,BRD-A36066264,estradiol-benzoate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1207,BRD-A91452556,estradiol-cypionate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1208,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1209,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1210,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1211,BRD-K66766661,17-beta-estradiol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1212,BRD-K97509413,coumestrol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1213,BRD-K42095107,daidzein,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1214,BRD-A27143604,diarylpropionitrile,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1215,BRD-K95309561,dienestrol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1216,BRD-K45330754,diethylstilbestrol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1217,BRD-K04046242,equilin,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1218,BRD-A18917088,estradiol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1219,BRD-A36066264,estradiol-benzoate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1220,BRD-A91452556,estradiol-cypionate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1221,BRD-A39747742,estradiol-valerate,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1222,BRD-A18620900,estriol,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1223,BRD-K81839095,estrone,CP_ESTROGEN_RECEPTOR_AGONIST,Estrogen receptor agonist,CP,Broad_moa,MoA
1224,ccsbBroad304_02761,SIRT3,OE_SIRTUINS,Sirtuins GOF,GOF,Broad_moa,MoA
1225,ccsbBroad304_07880,SIRT5,OE_SIRTUINS,Sirtuins GOF,GOF,Broad_moa,MoA
1226,ccsbBroad304_03332,SIRT6,OE_SIRTUINS,Sirtuins GOF,GOF,Broad_moa,MoA
1227,CGS001-5594,MAPK1,KD_MITOGEN_ACTIVATED_PROTEIN_KINASES,Mitogen activated protein kinases LOF,LOF,Broad_moa,MoA
1228,CGS001-1432,MAPK14,KD_MITOGEN_ACTIVATED_PROTEIN_KINASES,Mitogen activated protein kinases LOF,LOF,Broad_moa,MoA
1229,CGS001-5595,MAPK3,KD_MITOGEN_ACTIVATED_PROTEIN_KINASES,Mitogen activated protein kinases LOF,LOF,Broad_moa,MoA
1230,CGS001-5601,MAPK9,KD_MITOGEN_ACTIVATED_PROTEIN_KINASES,Mitogen activated protein kinases LOF,LOF,Broad_moa,MoA
1231,ccsbBroad304_03683,APOM,OE_LIPOCALINS,Lipocalins GOF,GOF,Broad_moa,MoA
1232,ccsbBroad304_00931,LCN2,OE_LIPOCALINS,Lipocalins GOF,GOF,Broad_moa,MoA
1233,ccsbBroad304_06852,RBP4,OE_LIPOCALINS,Lipocalins GOF,GOF,Broad_moa,MoA
1234,BRD-K52721684,PCO-400,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1235,BRD-K45117373,Y-26763,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1236,BRD-K95609758,BMS-191011,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1237,BRD-K32526544,DCEBIO,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1238,BRD-K24526313,levcromakalim,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1239,BRD-K00206590,P-1075,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1240,BRD-K52721684,PCO-400,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1241,BRD-K45117373,Y-26763,CP_POTASSIUM_CHANNEL_ACTIVATOR,Potassium channel activator,CP,Broad_moa,MoA
1242,CGS001-338,APOB,KD_APOLIPOPROTEINS,Apolipoproteins LOF,LOF,Broad_moa,MoA
1243,CGS001-344,APOC2,KD_APOLIPOPROTEINS,Apolipoproteins LOF,LOF,Broad_moa,MoA
1244,CGS001-348,APOE,KD_APOLIPOPROTEINS,Apolipoproteins LOF,LOF,Broad_moa,MoA
1245,ccsbBroad304_00046,AKT1,OE_AKT_SIGNALING,Akt Signaling GOF,GOF,Broad_moa,MoA
1246,ccsbBroad304_00047,AKT2,OE_AKT_SIGNALING,Akt Signaling GOF,GOF,Broad_moa,MoA
1247,ccsbBroad304_07529,AKT3,OE_AKT_SIGNALING,Akt Signaling GOF,GOF,Broad_moa,MoA
1248,BRD-K31238592,devazepide,CP_CCK_RECEPTOR_ANTAGONIST,CCK receptor antagonist,CP,Broad_moa,MoA
1249,BRD-K33864865,LY-225910,CP_CCK_RECEPTOR_ANTAGONIST,CCK receptor antagonist,CP,Broad_moa,MoA
1250,BRD-K35629949,SR-27897,CP_CCK_RECEPTOR_ANTAGONIST,CCK receptor antagonist,CP,Broad_moa,MoA
1251,CGS001-3673,ITGA2,KD_INTEGRIN_SUBUNITS_ALPHA,Integrin subunits alpha LOF,LOF,Broad_moa,MoA
